visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,class,log_entropy,entropy_x_contrast,IR_range,IR_norm_range
9.0,141.0,48.4844,0.0798,701.4626,0.026,3.855,189.0,246.0,226.5469,0.0,-3.649658740960655,18.2380276,19.453100000000006,0.005745332651152154
10.0,154.0,48.8984,0.0806,737.7208,0.0264,3.8117,180.0,246.0,226.2266,0.0,-3.6343912688298667,19.47582912,19.77340000000001,0.006041140461230761
10.0,175.0,62.5039,0.0871,902.9667,0.0239,3.916,176.0,246.0,218.25,0.0,-3.733876820044672,21.58090413,27.75,0.006404248672289909
12.0,153.0,61.3789,0.087,804.0458,0.0246,3.8746,182.0,244.0,218.8906,0.0,-3.70500883604382,19.77952668,25.109399999999994,0.0061247917482949955
10.0,174.0,81.0234,0.1048,1070.6042,0.0192,4.0528,166.0,245.0,207.6992,0.0,-3.952844999948401,20.555600639999998,37.30080000000001,0.007105966775306941
12.0,203.0,86.6055,0.0942,936.9333,0.0226,3.9558,163.0,243.0,203.2617,0.0,-3.789805372703897,21.17469258,39.73830000000001,0.007334375074164341
10.0,175.0,64.9063,0.0679,514.4625,0.0288,3.724,164.0,243.0,210.9141,0.0,-3.547379891840237,14.816519999999999,32.08590000000001,0.007025169569380003
9.0,124.0,36.8984,0.0561,382.4542,0.0356,3.5538,183.0,245.0,226.957,0.0,-3.3354096411241523,13.61536952,18.043000000000006,0.005898905141536284
11.0,158.0,47.8906,0.0711,541.6167,0.0274,3.7574,164.0,242.0,220.3672,0.0,-3.5972122655881127,14.840297580000001,21.632800000000003,0.006696140605759664
10.0,153.0,50.5859,0.0732,712.0917,0.0362,3.7132,163.0,242.0,217.0117,0.0,-3.3186961601504117,25.77771954,24.98830000000001,0.0068413941584122735
2.0,66.0,7.668,0.0171,88.7792,0.207,2.2351,208.0,242.0,238.1133,0.0,-1.575036485716768,18.3772944,3.8866999999999905,0.004886167796849392
2.0,153.0,27.1914,0.0802,1004.5417,0.0474,3.6897,175.0,242.0,228.4805,0.0,-3.0491330502811063,47.61527658,13.519499999999994,0.0060524077234474834
5.0,203.0,44.6094,0.0976,1097.5084,0.0219,4.0278,167.0,240.0,220.2891,0.0,-3.8212686421596818,24.03543396,19.71090000000001,0.006523816877471442
4.0,205.0,60.3398,0.1163,1624.7832,0.0201,4.1574,163.0,240.0,213.7813,0.0,-3.907035463917107,32.65814232,26.218700000000013,0.006887378072997076
8.0,190.0,75.4492,0.1282,1754.7539,0.018,4.1666,166.0,239.0,203.5781,0.0,-4.017383521085972,31.585570199999996,35.421899999999994,0.007072268756534118
4.0,141.0,46.6445,0.0921,944.8917,0.0226,3.9616,167.0,243.0,217.5547,0.0,-3.789805372703897,21.354552419999997,25.445300000000003,0.006688386048930598
3.0,117.0,13.6172,0.0329,246.2501,0.0928,2.8865,189.0,246.0,238.043,0.0,-2.377308639189982,22.852009279999997,7.956999999999994,0.005467866316536515
3.0,63.0,9.2891,0.0241,123.2708,0.114,2.6864,214.0,245.0,239.9141,0.0,-2.1715568305876416,14.0528712,5.085900000000009,0.004771957184192643
5.0,97.0,32.4063,0.0643,508.7542,0.0308,3.6816,191.0,244.0,224.8867,0.0,-3.4802405890026082,15.669629360000002,19.11330000000001,0.005680580092085323
3.0,81.0,10.9219,0.0249,129.3042,0.1062,2.72,203.0,247.0,241.1406,0.0,-2.2424311701742985,13.732106040000001,5.859399999999994,0.005045806340669743
3.0,42.0,7.1406,0.011,29.275,0.2162,2.029,222.0,247.0,242.2109,0.0,-1.5315513737770292,6.329255,4.789099999999991,0.004593569540481508
4.0,83.0,26.4609,0.0546,333.4792,0.0344,3.5441,204.0,241.0,228.9258,0.0,-3.3696987146027846,11.47168448,12.07419999999999,0.005160504185284524
5.0,107.0,32.6094,0.067,571.7417,0.0318,3.7088,193.0,240.0,225.3438,0.0,-3.448288989196006,18.18138606,14.656200000000013,0.005518338272728942
5.0,170.0,26.0703,0.0656,677.475,0.0358,3.6136,177.0,240.0,229.3398,0.0,-3.3298073855754824,24.253605,10.660200000000003,0.00591232835901065
3.0,111.0,17.8164,0.0331,167.1458,0.0639,3.0648,186.0,241.0,232.7109,0.0,-2.750435917598648,10.68061662,8.28909999999999,0.005567848024012553
3.0,56.0,9.207,0.0124,41.8375,0.2425,2.0399,213.0,242.0,237.1836,0.0,-1.4167535686045991,10.14559375,4.816399999999987,0.004790171979604762
4.0,36.0,8.7266,0.0098,23.9333,0.2362,1.9463,222.0,241.0,237.9102,0.0,-1.443076375218875,5.6530454599999995,3.0897999999999968,0.004563005644926471
7.0,146.0,38.375,0.057,396.1917,0.0355,3.5593,182.0,238.0,221.957,0.0,-3.338222582500767,14.06480535,16.043000000000006,0.005891647065387926
5.0,124.0,28.0156,0.0496,322.7208,0.0414,3.4625,188.0,241.0,227.793,0.0,-3.1844743981508685,13.36064112,13.206999999999994,0.005627542960569557
6.0,195.0,39.8359,0.0785,846.6833,0.0294,3.8006,170.0,241.0,224.2539,0.0,-3.5267606046375013,24.89248902,16.746100000000013,0.006321616073671536
9.0,182.0,64.7305,0.1194,1549.0294,0.0185,4.1812,175.0,240.0,214.168,0.0,-3.989984546897858,28.657043899999998,25.831999999999994,0.00640351766570436
10.0,176.0,79.8203,0.1277,1600.1918,0.0166,4.2252,174.0,241.0,209.3477,0.0,-4.098352583619639,26.56318388,31.652299999999997,0.006616062518309815
6.0,177.0,75.1914,0.13,1686.2124,0.0167,4.2093,174.0,247.0,213.0195,0.0,-4.092346559559427,28.15974708,33.980500000000006,0.006663898046352834
8.0,125.0,49.918,0.0819,713.4958,0.0253,3.8677,192.0,245.0,225.3711,0.0,-3.6769508832486624,18.05144374,19.628899999999987,0.0056619578404980345
7.0,179.0,52.6797,0.0886,951.0167,0.0244,3.9361,170.0,247.0,223.1133,0.0,-3.713172146682981,23.204807480000003,23.88669999999999,0.006512122659073163
7.0,155.0,46.0391,0.0966,1041.35,0.0216,4.0122,182.0,249.0,226.7852,0.0,-3.835061964292018,22.49316,22.214799999999997,0.0060327211305317464
5.0,137.0,15.1875,0.0257,188.0417,0.1494,2.5417,193.0,249.0,243.1992,0.0,-1.9011280062834202,28.09342998,5.8008000000000095,0.005304932912667919
5.0,103.0,10.2656,0.0127,74.0583,0.433,1.5578,197.0,249.0,245.4648,0.0,-0.8370175509796473,32.0672439,3.5352000000000032,0.005149249060814195
5.0,144.0,30.6484,0.0561,411.7458,0.036,3.5796,181.0,248.0,233.1172,0.0,-3.3242363405260273,14.822848799999997,14.882800000000003,0.0058775832321954526
7.0,97.0,20.2109,0.03,130.2333,0.0636,3.0171,197.0,246.0,237.8203,0.0,-2.7551418086360604,8.28283788,8.179699999999997,0.00525073328251207
7.0,113.0,17.457,0.0239,137.1042,0.124,2.6353,186.0,246.0,238.5273,0.0,-2.0874737133771,17.0009208,7.472700000000003,0.00554477682496423
13.0,179.0,72.4375,0.0683,555.1417,0.0308,3.7069,157.0,240.0,203.4766,0.0,-3.4802405890026082,17.09836436,36.52340000000001,0.007512718515948103
3.0,76.0,18.0508,0.0486,336.7959,0.0436,3.4188,200.0,242.0,232.3711,0.0,-3.1326981286271485,14.68430124,9.628899999999987,0.00520718798508076
3.0,166.0,24.5859,0.0763,943.3667,0.0428,3.654,174.0,243.0,231.0938,0.0,-3.151217176394386,40.37609476,11.906200000000013,0.0060432245440506455
2.0,165.0,34.6133,0.0815,1083.7041,0.0407,3.6904,180.0,242.0,225.457,0.0,-3.2015271865335877,44.10675687,16.543000000000006,0.005963196726845672
2.0,59.0,4.418,0.0063,22.4333,0.395,1.3598,212.0,243.0,240.7344,0.0,-0.9288695140810151,8.8611535,2.2656000000000063,0.0047613735930317385
2.0,197.0,25.707,0.0631,945.3751,0.1406,2.9779,168.0,243.0,228.6445,0.0,-1.9618362996055725,132.91973906,14.355500000000006,0.006326102624067368
3.0,146.0,23.4688,0.0623,691.8958,0.0503,3.4926,186.0,242.0,230.207,0.0,-2.9897502018764435,34.802358739999995,11.793000000000006,0.005651762408689589
3.0,125.0,21.3359,0.0621,623.4667,0.0406,3.5612,195.0,242.0,231.918,0.0,-3.20398721237445,25.312748019999997,10.081999999999994,0.00535113980383429
3.0,97.0,12.2773,0.0295,173.4167,0.1014,2.8606,204.0,243.0,237.0938,0.0,-2.2886821878250543,17.58445338,5.9062000000000126,0.005024072626902244
3.0,136.0,16.9258,0.0441,333.4041,0.0585,3.2861,187.0,247.0,236.8281,0.0,-2.8387285247443264,19.50413985,10.171899999999994,0.005577275732792106
4.0,98.0,15.8633,0.0354,215.0417,0.0646,3.0799,202.0,249.0,241.1992,0.0,-2.739540868193581,13.89169382,7.8008000000000095,0.00511060263602339
4.0,99.0,23.6602,0.0414,313.9875,0.0876,3.0892,193.0,249.0,236.5078,0.0,-2.4349742810397914,27.505305,12.492199999999997,0.005455022795926848
5.0,183.0,43.707,0.1041,1372.9958,0.0212,4.0675,176.0,247.0,226.1953,0.0,-3.8537540973041704,29.10751096,20.804699999999997,0.0062044131372716
5.0,169.0,37.8711,0.078,881.1875,0.0348,3.7551,171.0,247.0,225.4375,0.0,-3.3581378922017087,30.665325,21.5625,0.00640729445830638
4.0,46.0,8.6211,0.0117,25.6583,0.1656,2.1082,215.0,246.0,237.9766,0.0,-1.7981800370309777,4.24901448,8.02340000000001,0.004807977114185294
4.0,52.0,13.4297,0.0197,67.6042,0.1077,2.5915,215.0,240.0,234.7539,0.0,-2.228405694819794,7.280972340000001,5.246100000000013,0.004755103407302038
5.0,110.0,17.9219,0.0271,135.6833,0.0961,2.834,191.0,239.0,232.3164,0.0,-2.34236596300589,13.03916513,6.683600000000013,0.005386227147646746
6.0,159.0,49.7188,0.0514,326.4083,0.0417,3.4541,176.0,239.0,216.3359,0.0,-3.177254150177381,13.61122611,22.66409999999999,0.006277065181759225
8.0,173.0,72.4102,0.0946,995.6042,0.0213,3.9913,168.0,238.0,204.6719,0.0,-3.8490482062667577,21.206369459999998,33.328100000000006,0.006921647117492273
5.0,137.0,35.2383,0.0776,762.9083,0.0283,3.8147,184.0,242.0,224.8477,0.0,-3.564893474332945,21.590304890000002,17.152299999999997,0.005849370001580394
4.0,148.0,34.5859,0.0861,927.025,0.0249,3.8987,186.0,243.0,227.2773,0.0,-3.6928874755114753,23.0829225,15.722700000000003,0.00574827144155279
5.0,158.0,31.5781,0.0773,867.2499,0.0316,3.77,172.0,248.0,229.6406,0.0,-3.4545981583892704,27.405096840000002,18.359399999999994,0.0062787698042779845
5.0,99.0,22.5938,0.0506,335.6084,0.0414,3.4602,204.0,250.0,238.1719,0.0,-3.1844743981508685,13.894187760000001,11.828100000000006,0.005145402106959013
5.0,141.0,25.3945,0.0569,522.9875,0.0443,3.4716,188.0,249.0,237.2734,0.0,-3.116770601931047,23.16834625,11.72659999999999,0.0055820335743761535
6.0,144.0,28.3555,0.0547,439.6042,0.0428,3.4932,191.0,247.0,235.8594,0.0,-3.151217176394386,18.815059759999997,11.140600000000006,0.005482900903154536
7.0,95.0,27.6641,0.0488,284.2875,0.0396,3.4191,200.0,247.0,234.7773,0.0,-3.228926160721702,11.257785000000002,12.222700000000003,0.005260304126506268
7.0,91.0,27.5977,0.0548,359.2833,0.0368,3.5456,204.0,249.0,235.582,0.0,-3.302257433807252,13.22162544,13.418000000000006,0.005181160849700391
5.0,66.0,17.4961,0.0309,133.8125,0.0663,3.0308,210.0,249.0,240.9531,0.0,-2.7135653817903203,8.87176875,8.046899999999994,0.004920933931600323
5.0,38.0,9.1094,0.007,11.675,0.2701,1.7131,228.0,249.0,244.6406,0.0,-1.3089630181835672,3.1534175,4.359399999999994,0.00446412109501814
5.0,137.0,25.168,0.0368,293.7751,0.1022,2.9177,188.0,247.0,236.5703,0.0,-2.280823601212533,30.02381522,10.429699999999997,0.005553654821564848
8.0,108.0,30.5391,0.0483,282.3375,0.0403,3.4068,186.0,245.0,231.1719,0.0,-3.2114038100294997,11.37820125,13.828100000000006,0.005697942963981647
7.0,98.0,33.8477,0.0421,224.7208,0.0482,3.2765,184.0,245.0,227.5234,0.0,-3.0323962579255825,10.831542559999999,17.47659999999999,0.005852240864589905
10.0,141.0,54.4648,0.057,375.0458,0.0343,3.563,175.0,242.0,215.2383,0.0,-3.372609924810243,12.864070939999998,26.76169999999999,0.006424772648999471
3.0,136.0,28.1406,0.0522,471.0833,0.0609,3.3075,175.0,245.0,228.75,0.0,-2.7985221042662856,28.688972970000002,16.25,0.0061202185792349735
3.0,139.0,28.9805,0.0644,591.0958,0.0428,3.5926,186.0,245.0,229.5313,0.0,-3.151217176394386,25.298900240000002,15.468700000000013,0.005738669632748427
3.0,98.0,30.3008,0.063,470.8459,0.0327,3.6387,192.0,244.0,227.4961,0.0,-3.4203802010789293,15.39666093,16.503899999999987,0.005586176349103713
3.0,109.0,25.3242,0.051,318.9334,0.0432,3.4332,188.0,244.0,229.1797,0.0,-3.1419147837320724,13.77792288,14.820300000000003,0.005663120862910336
3.0,113.0,29.5156,0.0557,376.3667,0.0368,3.5297,183.0,242.0,225.5,0.0,-3.302257433807252,13.850294559999998,16.5,0.00586432093829135
3.0,79.0,20.7734,0.0305,138.15,0.0767,2.9741,196.0,241.0,229.9492,0.0,-2.5678535706089263,10.596105000000001,11.05080000000001,0.0053472325049823775
2.0,97.0,19.8477,0.0511,412.2917,0.0542,3.3583,197.0,241.0,232.0234,0.0,-2.9150743705365367,22.34621014,8.97659999999999,0.005272529640575504
3.0,156.0,22.3164,0.06,685.1917,0.0765,3.3034,178.0,245.0,233.7891,0.0,-2.570464538149647,52.417165049999994,11.21090000000001,0.005887376675739043
4.0,147.0,32.7305,0.0855,1019.1,0.0285,3.8501,174.0,247.0,231.6484,0.0,-3.5578511917075324,29.04435,15.35159999999999,0.006127994969466905
4.0,124.0,24.1992,0.051,407.6833,0.0473,3.3915,188.0,249.0,237.5625,0.0,-3.0512449834842497,19.28342009,11.4375,0.005575240558195771
8.0,157.0,53.3984,0.1007,1161.0459,0.0214,4.0357,176.0,246.0,221.7617,0.0,-3.844364356954331,24.84638226,24.23830000000001,0.006302834406154322
5.0,172.0,53.5664,0.0916,936.2833,0.0231,3.9685,170.0,249.0,221.7188,0.0,-3.767922661454389,21.62814423,27.281200000000013,0.0066061420247310616
4.0,127.0,31.7109,0.071,692.0291,0.0321,3.7291,186.0,249.0,233.207,0.0,-3.438899248846167,22.214134109999996,15.793000000000006,0.005740435224583117
4.0,169.0,32.4727,0.0498,443.5458,0.0984,3.1373,170.0,249.0,233.2891,0.0,-2.3187144749239295,43.64490672,15.71090000000001,0.006278501148801814
6.0,173.0,50.9258,0.0722,673.3333,0.0296,3.7366,168.0,247.0,220.293,0.0,-3.519980917652122,19.93066568,26.706999999999994,0.00667401186255621
5.0,199.0,24.082,0.046,377.0042,0.0601,3.253,170.0,247.0,234.7109,0.0,-2.811745437440975,22.65795242,12.28909999999999,0.006190343850543747
5.0,184.0,56.9219,0.0863,1055.2042,0.0354,3.8136,170.0,248.0,218.5664,0.0,-3.341043458842408,37.35422868,29.433600000000013,0.0066745095742610245
5.0,162.0,49.125,0.0696,728.8458,0.0389,3.6631,169.0,247.0,218.1094,0.0,-3.2467610283577364,28.35210162,28.890600000000006,0.006700942103084331
4.0,90.0,19.082,0.0506,350.9167,0.042,3.4382,197.0,245.0,233.3984,0.0,-3.170085660698769,14.7385014,11.60159999999999,0.0053284633585107075
4.0,125.0,18.4297,0.0422,273.6042,0.0544,3.2758,185.0,245.0,235.6484,0.0,-2.91139112512024,14.884068479999998,9.35159999999999,0.005619916470149274
5.0,148.0,42.9922,0.079,725.2166,0.026,3.8399,180.0,244.0,223.3594,0.0,-3.649658740960655,18.8556316,20.640600000000006,0.006068943395959855
5.0,115.0,30.4648,0.0706,579.8751,0.0326,3.6971,198.0,249.0,234.2422,0.0,-3.423442990609475,18.903928259999997,14.757800000000003,0.005368698541833015
5.0,117.0,26.3164,0.0506,350.9125,0.0422,3.4661,197.0,249.0,235.8047,0.0,-3.165335057940171,14.808507500000001,13.195300000000003,0.005360195920025955
8.0,139.0,37.418,0.0805,800.4835,0.0286,3.7872,188.0,246.0,230.3359,0.0,-3.55434856115633,22.8938281,15.66409999999999,0.005680880133309103
8.0,101.0,39.5117,0.0773,621.4417,0.0265,3.8014,200.0,246.0,228.793,0.0,-3.6306105459899607,16.468205049999998,17.206999999999994,0.005376038602579625
8.0,111.0,34.8594,0.0655,478.8208,0.0336,3.6222,198.0,247.0,230.8594,0.0,-3.3932292120129786,16.08837888,16.140600000000006,0.005403612534186381
7.0,82.0,23.8125,0.0356,164.9792,0.0552,3.1558,213.0,248.0,237.0039,0.0,-2.8967923256990873,9.10685184,10.996100000000013,0.004912658605306879
7.0,91.0,30.9844,0.0392,209.9875,0.0518,3.2121,203.0,247.0,232.4492,0.0,-2.9603651297166995,10.8773525,14.55080000000001,0.005234471740375559
14.0,135.0,56.625,0.0687,528.9,0.0293,3.7215,186.0,241.0,218.0078,0.0,-3.5301677629591155,15.49677,22.992199999999997,0.005943360396881133
8.0,164.0,58.5664,0.0767,658.2084,0.0265,3.7895,172.0,245.0,216.2109,0.0,-3.6306105459899607,17.4425226,28.78909999999999,0.006588098031371974
6.0,126.0,43.4492,0.0624,462.8,0.0317,3.6364,174.0,247.0,224.5703,0.0,-3.451438598098902,14.67076,22.429699999999997,0.006321139660431755
9.0,151.0,35.6602,0.0508,372.4959,0.0452,3.434,171.0,242.0,225.4688,0.0,-3.0966581921439515,16.83681468,16.531200000000013,0.006276720674268782
9.0,227.0,92.4805,0.1325,1890.4169,0.0166,4.2457,165.0,237.0,199.5391,0.0,-4.098352583619639,31.380920539999998,37.46090000000001,0.0071984069105435295
4.0,179.0,46.1172,0.0888,1041.1792,0.0266,3.8948,172.0,242.0,218.8398,0.0,-3.6268440631944836,27.69536672,23.160200000000003,0.0064292543869353125
3.0,88.0,11.7695,0.0316,214.7125,0.0873,2.8881,196.0,244.0,238.4961,0.0,-2.4384048161365803,18.744401250000003,5.503899999999987,0.0052197832970169045
3.0,124.0,14.8125,0.0293,253.2958,0.1403,2.6243,182.0,245.0,237.4219,0.0,-1.9639722918737217,35.53740074,7.578100000000006,0.00566988068983462
4.0,173.0,30.6953,0.0678,651.0917,0.0334,3.6701,183.0,243.0,228.8125,0.0,-3.3991993789994823,21.746462779999998,14.1875,0.005803305555679941
5.0,116.0,40.3398,0.065,481.4333,0.03,3.6949,186.0,242.0,220.8594,0.0,-3.506557897319982,14.442998999999999,21.140600000000006,0.005890966238327209
4.0,130.0,36.7695,0.0633,486.5083,0.0341,3.6299,182.0,241.0,222.2852,0.0,-3.3784578946926658,16.58993303,18.714799999999997,0.005957102965810698
4.0,142.0,34.5664,0.082,869.6458,0.0267,3.8501,178.0,246.0,228.6133,0.0,-3.623091713575933,23.21954286,17.38669999999999,0.006045240902038999
10.0,214.0,77.7266,0.1361,2022.2292,0.0168,4.241,168.0,242.0,208.9375,0.0,-4.086376392572924,33.973450559999996,33.0625,0.006894292266712249
7.0,233.0,80.8594,0.1489,2307.7793,0.0154,4.3275,167.0,246.0,208.1602,0.0,-4.173387769562553,35.53980122,37.8398,0.007076539570079049
3.0,181.0,47.5,0.1034,1374.9335,0.0249,3.9786,174.0,250.0,225.5898,0.0,-3.6928874755114753,34.23584415,24.410200000000003,0.006369000766858264
5.0,218.0,51.8008,0.1246,1920.8671,0.0205,4.1559,167.0,249.0,223.6523,0.0,-3.8873303928377747,39.37777555,25.347700000000003,0.006666678429293401
6.0,188.0,50.5273,0.0887,921.2458,0.0251,3.873,172.0,248.0,225.207,0.0,-3.684887432844399,23.123269580000002,22.793000000000006,0.006402378545588189
10.0,230.0,100.0703,0.1273,1694.4001,0.0178,4.1612,166.0,245.0,200.0742,0.0,-4.028556821684098,30.16032178,44.92580000000001,0.007376781286431891
4.0,183.0,44.9961,0.0758,877.625,0.0337,3.7238,168.0,250.0,226.6875,0.0,-3.390257441623821,29.5759625,23.3125,0.006564522693554951
3.0,189.0,27.6484,0.0788,1086.5667,0.0381,3.6906,176.0,251.0,237.4922,0.0,-3.2675409968494815,41.398191270000005,13.507800000000003,0.006004981905243051
4.0,162.0,28.9297,0.0712,854.8083,0.0426,3.6215,175.0,250.0,236.7813,0.0,-3.1559010257068123,36.41483358,13.218700000000013,0.006033294979677147
4.0,104.0,18.8594,0.0454,308.8042,0.0538,3.302,203.0,250.0,240.9063,0.0,-2.9224818118143983,16.61366596,9.093700000000013,0.005112058479151683
4.0,86.0,12.2773,0.0242,128.2708,0.1232,2.6343,206.0,249.0,243.2852,0.0,-2.0939462278827174,15.802962560000001,5.714799999999997,0.004968398669864298
4.0,85.0,12.8789,0.0221,105.0958,0.1122,2.6387,212.0,247.0,241.3281,0.0,-2.1874722858935414,11.791748759999999,5.671899999999994,0.004827843668526961
5.0,143.0,31.1484,0.0587,500.125,0.0445,3.5334,183.0,245.0,228.9609,0.0,-3.1122660898099426,22.2555625,16.03909999999999,0.0058472770425328086
6.0,105.0,28.4531,0.0577,467.5251,0.0411,3.5339,202.0,248.0,235.7188,0.0,-3.191747157479948,19.215281609999998,12.281200000000013,0.005208421102929541
9.0,166.0,55.1602,0.087,845.2292,0.0258,3.8737,176.0,246.0,220.125,0.0,-3.6573807870545654,21.80691336,25.875,0.006349698002168189
6.0,152.0,44.8945,0.0851,840.9542,0.0251,3.8961,179.0,249.0,226.1523,0.0,-3.684887432844399,21.10795042,22.847700000000003,0.006150994053626544
6.0,123.0,36.7422,0.0798,794.5791,0.0325,3.7225,187.0,248.0,231.293,0.0,-3.4265151896464454,25.823820750000003,16.706999999999994,0.00573386660450662
7.0,145.0,39.4883,0.0745,641.6083,0.0295,3.75,191.0,246.0,228.8242,0.0,-3.523365015636363,18.927444849999997,17.17580000000001,0.005628592234489385
7.0,112.0,35.1484,0.0543,352.05,0.036,3.4962,201.0,246.0,231.4883,0.0,-3.3242363405260273,12.6738,14.51169999999999,0.005287008444983721
10.0,157.0,43.8516,0.0685,601.9667,0.0322,3.6796,187.0,245.0,226.3281,0.0,-3.4357888264317746,19.38332774,18.671899999999994,0.005788766078129435
11.0,153.0,54.9297,0.0918,880.5958,0.0237,3.9148,184.0,243.0,220.7422,0.0,-3.7422802308410517,20.87012046,22.257800000000003,0.0059827807003511035
6.0,174.0,34.1484,0.0523,462.7125,0.0486,3.4084,172.0,247.0,230.8672,0.0,-3.024131748075689,22.487827499999998,16.132800000000003,0.006220227523129778
6.0,89.0,20.875,0.0312,151.1625,0.0756,3.0173,206.0,247.0,236.9727,0.0,-2.58229899579665,11.427885,10.027299999999997,0.005059777460499003
9.0,146.0,42.0742,0.0545,394.7584,0.0392,3.4879,182.0,243.0,222.9844,0.0,-3.23907853218572,15.474529279999999,20.015600000000006,0.0059877051271965
4.0,255.0,75.4414,0.1608,2980.2209,0.0164,4.3005,166.0,245.0,210.7773,0.0,-4.110473944151984,48.87562276,34.2227,0.00700219432765213
9.0,222.0,69.2031,0.137,2114.1338,0.0185,4.2114,171.0,245.0,213.7188,0.0,-3.989984546897858,39.1114753,31.281200000000013,0.006703895670440298
5.0,216.0,67.8633,0.1121,1719.0831,0.0259,3.9728,170.0,245.0,215.2891,0.0,-3.653512310276645,44.52425229,29.71090000000001,0.00669414508485676
6.0,252.0,78.7188,0.1208,1733.3667,0.0199,4.1145,166.0,242.0,207.7383,0.0,-3.9170355472516905,34.49399733,34.26169999999999,0.007017633846532896
5.0,181.0,41.5859,0.0667,538.9625,0.0319,3.671,174.0,242.0,222.3984,0.0,-3.4451492691913383,17.19290375,19.60159999999999,0.00625366278579859
7.0,197.0,61.2773,0.1014,1230.9792,0.0223,3.9977,170.0,241.0,211.6953,0.0,-3.803168600516064,27.45083616,29.304699999999997,0.006696639267964519
5.0,201.0,47.6406,0.099,1189.8625,0.0228,3.9915,172.0,243.0,218.9922,0.0,-3.780994743021742,27.128865,24.007800000000003,0.006451328849495181
4.0,182.0,58.0781,0.1229,1744.071,0.0202,4.1331,170.0,248.0,218.2344,0.0,-3.902072674574978,35.2302342,29.765600000000006,0.006684663505898999
3.0,185.0,45.8633,0.0916,1339.0625,0.0382,3.8033,169.0,249.0,226.4961,0.0,-3.2649197633696074,51.1521875,22.503899999999987,0.006505069098607387
2.0,214.0,32.957,0.0554,636.8,0.0981,3.1897,164.0,252.0,233.6875,0.0,-2.3217679124108197,62.47008,18.3125,0.006575385358025819
3.0,102.0,11.3555,0.0317,205.2834,0.0857,2.9277,209.0,250.0,245.2969,0.0,-2.456902453378403,17.59278738,4.703100000000006,0.004876426276906996
3.0,157.0,33.0313,0.0848,941.4208,0.0254,3.8871,184.0,251.0,234.5391,0.0,-3.673006104957646,23.91208832,16.46090000000001,0.005816217572177129
4.0,178.0,40.0313,0.0928,1149.9417,0.0261,3.8973,170.0,249.0,231.2031,0.0,-3.6458199646534895,30.013478370000005,17.796899999999994,0.0063351481115648586
4.0,123.0,14.3477,0.0291,192.7125,0.1109,2.7761,187.0,250.0,243.6172,0.0,-2.1991263846258158,21.371816250000002,6.382800000000003,0.005487701179234985
4.0,146.0,23.6484,0.0569,513.575,0.0432,3.47,185.0,250.0,237.8672,0.0,-3.1419147837320724,22.186440000000005,12.132800000000003,0.005681116822123233
4.0,133.0,25.75,0.044,305.975,0.0509,3.3119,178.0,250.0,235.8633,0.0,-2.9778923554256598,15.574127500000001,14.13669999999999,0.005954696563740403
4.0,121.0,19.6211,0.0302,158.7042,0.0855,2.9024,189.0,250.0,238.8281,0.0,-2.4592389030394224,13.5692091,11.171899999999994,0.005538507917415592
6.0,136.0,31.125,0.046,284.6208,0.045,3.3841,188.0,247.0,232.8906,0.0,-3.101092789211817,12.807935999999998,14.109399999999994,0.00564140324785132
6.0,150.0,32.8086,0.0588,476.4333,0.0394,3.5282,184.0,248.0,232.2539,0.0,-3.233989462678249,18.771472019999997,15.746100000000013,0.005803244152010028
9.0,152.0,61.0195,0.0883,798.5416,0.0244,3.8679,177.0,246.0,215.4141,0.0,-3.713172146682981,19.484415040000002,30.58590000000001,0.006451901284431132
10.0,124.0,49.6211,0.0696,507.3792,0.0286,3.7099,184.0,242.0,216.832,0.0,-3.55434856115633,14.51104512,25.168000000000006,0.006065605590062112
8.0,166.0,49.8047,0.0771,708.3999,0.0266,3.8012,175.0,246.0,222.2891,0.0,-3.6268440631944836,18.843437339999998,23.71090000000001,0.006323811134753282
7.0,141.0,52.1211,0.0878,828.8542,0.0235,3.9121,186.0,247.0,220.4844,0.0,-3.750754857832024,19.4780737,26.515600000000006,0.006022906787270717
7.0,150.0,45.6445,0.0769,662.1374,0.0272,3.7946,183.0,247.0,225.0195,0.0,-3.6045383056801854,18.01013728,21.980500000000006,0.0059982658212123134
12.0,151.0,73.7461,0.0887,793.2791,0.0236,3.8982,180.0,242.0,210.1367,0.0,-3.7465085669505727,18.721386759999998,31.86330000000001,0.006397951640262955
10.0,144.0,59.6563,0.0733,566.8209,0.0274,3.7527,180.0,243.0,216.4922,0.0,-3.5972122655881127,15.530892660000001,26.507800000000003,0.006235790481135118
13.0,162.0,73.3984,0.0909,835.75,0.0232,3.9257,179.0,243.0,210.3008,0.0,-3.763603000309873,19.3894,32.69919999999999,0.006455238874228442
17.0,159.0,80.0039,0.0889,837.4585,0.0226,3.9261,172.0,240.0,207.0781,0.0,-3.789805372703897,18.926562099999998,32.921899999999994,0.006738273323974395
7.0,142.0,39.0781,0.0638,509.2417,0.0321,3.6845,185.0,246.0,227.8516,0.0,-3.438899248846167,16.34665857,18.14840000000001,0.005835946421836537
6.0,46.0,11.4844,0.0139,34.3542,0.1417,2.3308,226.0,246.0,242.5742,0.0,-1.9540431322855023,4.86799014,3.4258000000000095,0.004487268535653169
